task_id,manager_id,manager_name,team,channel,priority,requires_login,target_category,query,agent_prompt,output_path_hint,evidence_policy
agent_reach_australia_popovic_web_tactical_reports,australia_popovic,Tony Popovic,Australia,web_tactical_reports,1,False,tactical_reports,Tony Popovic Australia tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Tony Popovic (Australia) for the World Cup project.
Channel: web_tactical_reports. Query: Tony Popovic Australia tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/australia_popovic/.
Each Markdown file must start with these metadata lines:
manager_id: australia_popovic
manager_name: Tony Popovic
team: Australia
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/australia_popovic/,Core recurring tactical evidence from public tactical reports.
agent_reach_australia_popovic_press_conferences,australia_popovic,Tony Popovic,Australia,press_conferences,2,False,press_conferences,Tony Popovic Australia press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Tony Popovic (Australia) for the World Cup project.
Channel: press_conferences. Query: Tony Popovic Australia press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/australia_popovic/.
Each Markdown file must start with these metadata lines:
manager_id: australia_popovic
manager_name: Tony Popovic
team: Australia
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/australia_popovic/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_australia_popovic_youtube_breakdowns,australia_popovic,Tony Popovic,Australia,youtube_breakdowns,3,False,external_views,Australia Tony Popovic tactical breakdown video analysis,"Use Agent-Reach to research Tony Popovic (Australia) for the World Cup project.
Channel: youtube_breakdowns. Query: Australia Tony Popovic tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/australia_popovic/.
Each Markdown file must start with these metadata lines:
manager_id: australia_popovic
manager_name: Tony Popovic
team: Australia
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/australia_popovic/,Use captions/transcripts when available; cite the video URL.
agent_reach_australia_popovic_github_and_open_data,australia_popovic,Tony Popovic,Australia,github_and_open_data,4,False,decision_records,Australia football open data lineups formations substitutions Tony Popovic,"Use Agent-Reach to research Tony Popovic (Australia) for the World Cup project.
Channel: github_and_open_data. Query: Australia football open data lineups formations substitutions Tony Popovic
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/australia_popovic/.
Each Markdown file must start with these metadata lines:
manager_id: australia_popovic
manager_name: Tony Popovic
team: Australia
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/australia_popovic/,Prefer structured public data and transparent match records.
agent_reach_paraguay_alfaro_web_tactical_reports,paraguay_alfaro,Gustavo Alfaro,Paraguay,web_tactical_reports,1,False,tactical_reports,Gustavo Alfaro Paraguay tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Gustavo Alfaro (Paraguay) for the World Cup project.
Channel: web_tactical_reports. Query: Gustavo Alfaro Paraguay tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/paraguay_alfaro/.
Each Markdown file must start with these metadata lines:
manager_id: paraguay_alfaro
manager_name: Gustavo Alfaro
team: Paraguay
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/paraguay_alfaro/,Core recurring tactical evidence from public tactical reports.
agent_reach_paraguay_alfaro_press_conferences,paraguay_alfaro,Gustavo Alfaro,Paraguay,press_conferences,2,False,press_conferences,Gustavo Alfaro Paraguay press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Gustavo Alfaro (Paraguay) for the World Cup project.
Channel: press_conferences. Query: Gustavo Alfaro Paraguay press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/paraguay_alfaro/.
Each Markdown file must start with these metadata lines:
manager_id: paraguay_alfaro
manager_name: Gustavo Alfaro
team: Paraguay
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/paraguay_alfaro/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_paraguay_alfaro_youtube_breakdowns,paraguay_alfaro,Gustavo Alfaro,Paraguay,youtube_breakdowns,3,False,external_views,Paraguay Gustavo Alfaro tactical breakdown video analysis,"Use Agent-Reach to research Gustavo Alfaro (Paraguay) for the World Cup project.
Channel: youtube_breakdowns. Query: Paraguay Gustavo Alfaro tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/paraguay_alfaro/.
Each Markdown file must start with these metadata lines:
manager_id: paraguay_alfaro
manager_name: Gustavo Alfaro
team: Paraguay
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/paraguay_alfaro/,Use captions/transcripts when available; cite the video URL.
agent_reach_paraguay_alfaro_github_and_open_data,paraguay_alfaro,Gustavo Alfaro,Paraguay,github_and_open_data,4,False,decision_records,Paraguay football open data lineups formations substitutions Gustavo Alfaro,"Use Agent-Reach to research Gustavo Alfaro (Paraguay) for the World Cup project.
Channel: github_and_open_data. Query: Paraguay football open data lineups formations substitutions Gustavo Alfaro
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/paraguay_alfaro/.
Each Markdown file must start with these metadata lines:
manager_id: paraguay_alfaro
manager_name: Gustavo Alfaro
team: Paraguay
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/paraguay_alfaro/,Prefer structured public data and transparent match records.
agent_reach_turkiye_montella_web_tactical_reports,turkiye_montella,Vincenzo Montella,Turkiye,web_tactical_reports,1,False,tactical_reports,Vincenzo Montella Turkiye tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Vincenzo Montella (Turkiye) for the World Cup project.
Channel: web_tactical_reports. Query: Vincenzo Montella Turkiye tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/turkiye_montella/.
Each Markdown file must start with these metadata lines:
manager_id: turkiye_montella
manager_name: Vincenzo Montella
team: Turkiye
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/turkiye_montella/,Core recurring tactical evidence from public tactical reports.
agent_reach_turkiye_montella_press_conferences,turkiye_montella,Vincenzo Montella,Turkiye,press_conferences,2,False,press_conferences,Vincenzo Montella Turkiye press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Vincenzo Montella (Turkiye) for the World Cup project.
Channel: press_conferences. Query: Vincenzo Montella Turkiye press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/turkiye_montella/.
Each Markdown file must start with these metadata lines:
manager_id: turkiye_montella
manager_name: Vincenzo Montella
team: Turkiye
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/turkiye_montella/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_turkiye_montella_youtube_breakdowns,turkiye_montella,Vincenzo Montella,Turkiye,youtube_breakdowns,3,False,external_views,Turkiye Vincenzo Montella tactical breakdown video analysis,"Use Agent-Reach to research Vincenzo Montella (Turkiye) for the World Cup project.
Channel: youtube_breakdowns. Query: Turkiye Vincenzo Montella tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/turkiye_montella/.
Each Markdown file must start with these metadata lines:
manager_id: turkiye_montella
manager_name: Vincenzo Montella
team: Turkiye
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/turkiye_montella/,Use captions/transcripts when available; cite the video URL.
agent_reach_turkiye_montella_github_and_open_data,turkiye_montella,Vincenzo Montella,Turkiye,github_and_open_data,4,False,decision_records,Turkiye football open data lineups formations substitutions Vincenzo Montella,"Use Agent-Reach to research Vincenzo Montella (Turkiye) for the World Cup project.
Channel: github_and_open_data. Query: Turkiye football open data lineups formations substitutions Vincenzo Montella
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/turkiye_montella/.
Each Markdown file must start with these metadata lines:
manager_id: turkiye_montella
manager_name: Vincenzo Montella
team: Turkiye
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/turkiye_montella/,Prefer structured public data and transparent match records.
agent_reach_usa_pochettino_web_tactical_reports,usa_pochettino,Mauricio Pochettino,USA,web_tactical_reports,1,False,tactical_reports,Mauricio Pochettino USA tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Mauricio Pochettino (USA) for the World Cup project.
Channel: web_tactical_reports. Query: Mauricio Pochettino USA tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/usa_pochettino/.
Each Markdown file must start with these metadata lines:
manager_id: usa_pochettino
manager_name: Mauricio Pochettino
team: USA
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/usa_pochettino/,Core recurring tactical evidence from public tactical reports.
agent_reach_usa_pochettino_press_conferences,usa_pochettino,Mauricio Pochettino,USA,press_conferences,2,False,press_conferences,Mauricio Pochettino USA press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Mauricio Pochettino (USA) for the World Cup project.
Channel: press_conferences. Query: Mauricio Pochettino USA press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/usa_pochettino/.
Each Markdown file must start with these metadata lines:
manager_id: usa_pochettino
manager_name: Mauricio Pochettino
team: USA
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/usa_pochettino/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_usa_pochettino_youtube_breakdowns,usa_pochettino,Mauricio Pochettino,USA,youtube_breakdowns,3,False,external_views,USA Mauricio Pochettino tactical breakdown video analysis,"Use Agent-Reach to research Mauricio Pochettino (USA) for the World Cup project.
Channel: youtube_breakdowns. Query: USA Mauricio Pochettino tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/usa_pochettino/.
Each Markdown file must start with these metadata lines:
manager_id: usa_pochettino
manager_name: Mauricio Pochettino
team: USA
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/usa_pochettino/,Use captions/transcripts when available; cite the video URL.
agent_reach_usa_pochettino_github_and_open_data,usa_pochettino,Mauricio Pochettino,USA,github_and_open_data,4,False,decision_records,USA football open data lineups formations substitutions Mauricio Pochettino,"Use Agent-Reach to research Mauricio Pochettino (USA) for the World Cup project.
Channel: github_and_open_data. Query: USA football open data lineups formations substitutions Mauricio Pochettino
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/usa_pochettino/.
Each Markdown file must start with these metadata lines:
manager_id: usa_pochettino
manager_name: Mauricio Pochettino
team: USA
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/usa_pochettino/,Prefer structured public data and transparent match records.
agent_reach_curacao_advocaat_web_tactical_reports,curacao_advocaat,Dick Advocaat,Curacao,web_tactical_reports,1,False,tactical_reports,Dick Advocaat Curacao tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Dick Advocaat (Curacao) for the World Cup project.
Channel: web_tactical_reports. Query: Dick Advocaat Curacao tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/curacao_advocaat/.
Each Markdown file must start with these metadata lines:
manager_id: curacao_advocaat
manager_name: Dick Advocaat
team: Curacao
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/curacao_advocaat/,Core recurring tactical evidence from public tactical reports.
agent_reach_curacao_advocaat_press_conferences,curacao_advocaat,Dick Advocaat,Curacao,press_conferences,2,False,press_conferences,Dick Advocaat Curacao press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Dick Advocaat (Curacao) for the World Cup project.
Channel: press_conferences. Query: Dick Advocaat Curacao press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/curacao_advocaat/.
Each Markdown file must start with these metadata lines:
manager_id: curacao_advocaat
manager_name: Dick Advocaat
team: Curacao
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/curacao_advocaat/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_curacao_advocaat_youtube_breakdowns,curacao_advocaat,Dick Advocaat,Curacao,youtube_breakdowns,3,False,external_views,Curacao Dick Advocaat tactical breakdown video analysis,"Use Agent-Reach to research Dick Advocaat (Curacao) for the World Cup project.
Channel: youtube_breakdowns. Query: Curacao Dick Advocaat tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/curacao_advocaat/.
Each Markdown file must start with these metadata lines:
manager_id: curacao_advocaat
manager_name: Dick Advocaat
team: Curacao
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/curacao_advocaat/,Use captions/transcripts when available; cite the video URL.
agent_reach_curacao_advocaat_github_and_open_data,curacao_advocaat,Dick Advocaat,Curacao,github_and_open_data,4,False,decision_records,Curacao football open data lineups formations substitutions Dick Advocaat,"Use Agent-Reach to research Dick Advocaat (Curacao) for the World Cup project.
Channel: github_and_open_data. Query: Curacao football open data lineups formations substitutions Dick Advocaat
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/curacao_advocaat/.
Each Markdown file must start with these metadata lines:
manager_id: curacao_advocaat
manager_name: Dick Advocaat
team: Curacao
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/curacao_advocaat/,Prefer structured public data and transparent match records.
agent_reach_ecuador_beccacece_web_tactical_reports,ecuador_beccacece,Sebastian Beccacece,Ecuador,web_tactical_reports,1,False,tactical_reports,Sebastian Beccacece Ecuador tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Sebastian Beccacece (Ecuador) for the World Cup project.
Channel: web_tactical_reports. Query: Sebastian Beccacece Ecuador tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/ecuador_beccacece/.
Each Markdown file must start with these metadata lines:
manager_id: ecuador_beccacece
manager_name: Sebastian Beccacece
team: Ecuador
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/ecuador_beccacece/,Core recurring tactical evidence from public tactical reports.
agent_reach_ecuador_beccacece_press_conferences,ecuador_beccacece,Sebastian Beccacece,Ecuador,press_conferences,2,False,press_conferences,Sebastian Beccacece Ecuador press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Sebastian Beccacece (Ecuador) for the World Cup project.
Channel: press_conferences. Query: Sebastian Beccacece Ecuador press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/ecuador_beccacece/.
Each Markdown file must start with these metadata lines:
manager_id: ecuador_beccacece
manager_name: Sebastian Beccacece
team: Ecuador
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/ecuador_beccacece/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_ecuador_beccacece_youtube_breakdowns,ecuador_beccacece,Sebastian Beccacece,Ecuador,youtube_breakdowns,3,False,external_views,Ecuador Sebastian Beccacece tactical breakdown video analysis,"Use Agent-Reach to research Sebastian Beccacece (Ecuador) for the World Cup project.
Channel: youtube_breakdowns. Query: Ecuador Sebastian Beccacece tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/ecuador_beccacece/.
Each Markdown file must start with these metadata lines:
manager_id: ecuador_beccacece
manager_name: Sebastian Beccacece
team: Ecuador
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/ecuador_beccacece/,Use captions/transcripts when available; cite the video URL.
agent_reach_ecuador_beccacece_github_and_open_data,ecuador_beccacece,Sebastian Beccacece,Ecuador,github_and_open_data,4,False,decision_records,Ecuador football open data lineups formations substitutions Sebastian Beccacece,"Use Agent-Reach to research Sebastian Beccacece (Ecuador) for the World Cup project.
Channel: github_and_open_data. Query: Ecuador football open data lineups formations substitutions Sebastian Beccacece
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/ecuador_beccacece/.
Each Markdown file must start with these metadata lines:
manager_id: ecuador_beccacece
manager_name: Sebastian Beccacece
team: Ecuador
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/ecuador_beccacece/,Prefer structured public data and transparent match records.
agent_reach_germany_nagelsmann_web_tactical_reports,germany_nagelsmann,Julian Nagelsmann,Germany,web_tactical_reports,1,False,tactical_reports,Julian Nagelsmann Germany tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Julian Nagelsmann (Germany) for the World Cup project.
Channel: web_tactical_reports. Query: Julian Nagelsmann Germany tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/germany_nagelsmann/.
Each Markdown file must start with these metadata lines:
manager_id: germany_nagelsmann
manager_name: Julian Nagelsmann
team: Germany
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/germany_nagelsmann/,Core recurring tactical evidence from public tactical reports.
agent_reach_germany_nagelsmann_press_conferences,germany_nagelsmann,Julian Nagelsmann,Germany,press_conferences,2,False,press_conferences,Julian Nagelsmann Germany press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Julian Nagelsmann (Germany) for the World Cup project.
Channel: press_conferences. Query: Julian Nagelsmann Germany press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/germany_nagelsmann/.
Each Markdown file must start with these metadata lines:
manager_id: germany_nagelsmann
manager_name: Julian Nagelsmann
team: Germany
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/germany_nagelsmann/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_germany_nagelsmann_youtube_breakdowns,germany_nagelsmann,Julian Nagelsmann,Germany,youtube_breakdowns,3,False,external_views,Germany Julian Nagelsmann tactical breakdown video analysis,"Use Agent-Reach to research Julian Nagelsmann (Germany) for the World Cup project.
Channel: youtube_breakdowns. Query: Germany Julian Nagelsmann tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/germany_nagelsmann/.
Each Markdown file must start with these metadata lines:
manager_id: germany_nagelsmann
manager_name: Julian Nagelsmann
team: Germany
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/germany_nagelsmann/,Use captions/transcripts when available; cite the video URL.
agent_reach_germany_nagelsmann_github_and_open_data,germany_nagelsmann,Julian Nagelsmann,Germany,github_and_open_data,4,False,decision_records,Germany football open data lineups formations substitutions Julian Nagelsmann,"Use Agent-Reach to research Julian Nagelsmann (Germany) for the World Cup project.
Channel: github_and_open_data. Query: Germany football open data lineups formations substitutions Julian Nagelsmann
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/germany_nagelsmann/.
Each Markdown file must start with these metadata lines:
manager_id: germany_nagelsmann
manager_name: Julian Nagelsmann
team: Germany
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/germany_nagelsmann/,Prefer structured public data and transparent match records.
agent_reach_cote_divoire_fae_web_tactical_reports,cote_divoire_fae,Emerse Fae,Cote d'Ivoire,web_tactical_reports,1,False,tactical_reports,Emerse Fae Cote d'Ivoire tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Emerse Fae (Cote d'Ivoire) for the World Cup project.
Channel: web_tactical_reports. Query: Emerse Fae Cote d'Ivoire tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/cote_divoire_fae/.
Each Markdown file must start with these metadata lines:
manager_id: cote_divoire_fae
manager_name: Emerse Fae
team: Cote d'Ivoire
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/cote_divoire_fae/,Core recurring tactical evidence from public tactical reports.
agent_reach_cote_divoire_fae_press_conferences,cote_divoire_fae,Emerse Fae,Cote d'Ivoire,press_conferences,2,False,press_conferences,Emerse Fae Cote d'Ivoire press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Emerse Fae (Cote d'Ivoire) for the World Cup project.
Channel: press_conferences. Query: Emerse Fae Cote d'Ivoire press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/cote_divoire_fae/.
Each Markdown file must start with these metadata lines:
manager_id: cote_divoire_fae
manager_name: Emerse Fae
team: Cote d'Ivoire
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/cote_divoire_fae/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_cote_divoire_fae_youtube_breakdowns,cote_divoire_fae,Emerse Fae,Cote d'Ivoire,youtube_breakdowns,3,False,external_views,Cote d'Ivoire Emerse Fae tactical breakdown video analysis,"Use Agent-Reach to research Emerse Fae (Cote d'Ivoire) for the World Cup project.
Channel: youtube_breakdowns. Query: Cote d'Ivoire Emerse Fae tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/cote_divoire_fae/.
Each Markdown file must start with these metadata lines:
manager_id: cote_divoire_fae
manager_name: Emerse Fae
team: Cote d'Ivoire
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/cote_divoire_fae/,Use captions/transcripts when available; cite the video URL.
agent_reach_cote_divoire_fae_github_and_open_data,cote_divoire_fae,Emerse Fae,Cote d'Ivoire,github_and_open_data,4,False,decision_records,Cote d'Ivoire football open data lineups formations substitutions Emerse Fae,"Use Agent-Reach to research Emerse Fae (Cote d'Ivoire) for the World Cup project.
Channel: github_and_open_data. Query: Cote d'Ivoire football open data lineups formations substitutions Emerse Fae
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/cote_divoire_fae/.
Each Markdown file must start with these metadata lines:
manager_id: cote_divoire_fae
manager_name: Emerse Fae
team: Cote d'Ivoire
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/cote_divoire_fae/,Prefer structured public data and transparent match records.
agent_reach_japan_moriyasu_web_tactical_reports,japan_moriyasu,Hajime Moriyasu,Japan,web_tactical_reports,1,False,tactical_reports,Hajime Moriyasu Japan tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Hajime Moriyasu (Japan) for the World Cup project.
Channel: web_tactical_reports. Query: Hajime Moriyasu Japan tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/japan_moriyasu/.
Each Markdown file must start with these metadata lines:
manager_id: japan_moriyasu
manager_name: Hajime Moriyasu
team: Japan
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/japan_moriyasu/,Core recurring tactical evidence from public tactical reports.
agent_reach_japan_moriyasu_press_conferences,japan_moriyasu,Hajime Moriyasu,Japan,press_conferences,2,False,press_conferences,Hajime Moriyasu Japan press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Hajime Moriyasu (Japan) for the World Cup project.
Channel: press_conferences. Query: Hajime Moriyasu Japan press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/japan_moriyasu/.
Each Markdown file must start with these metadata lines:
manager_id: japan_moriyasu
manager_name: Hajime Moriyasu
team: Japan
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/japan_moriyasu/,Direct manager quotes should be separated from journalist interpretation.
